Year,IC,IR,Turnover
2022,1.1220336826872548,6.3219092735593465,9.910254371448648
2023,1.1632827848951233,6.787448148805279,10.020818982094285
2024,0.32724437255819866,1.6756251375966043,9.801320909258905
