Year,IC,IR,Turnover
2022,-0.8150707471116033,-7.11056789267037,9.778135339542771
2023,-0.8449142920900775,-7.1100301320055985,9.979792425907595
2024,-1.0736557685824042,-7.379797936852378,10.024718443854766
