Year,IC,IR,Turnover
2022,-0.35090988923552446,-3.528561541522268,14.610558451009844
2023,0.00031689790045474436,0.003072651527643431,14.777119794821475
2024,-0.857641597246935,-6.0304204244912025,14.581204988560552
