Year,IC,IR,Turnover
2022,1.0038281758786045,5.204997444488736,7.064899855108135
2023,1.0615030248886237,5.674236519207742,7.1207888570415285
2024,0.28420776208686355,1.3724775633451873,6.984862123433086
