Year,IC,IR,Turnover
2022,0.5940268410200784,5.487193855893846,15.081799456622415
2023,0.4710303489091224,4.38807206752963,15.17590395485454
2024,-0.2278272233721015,-1.450189914817229,15.066997811442292
